"State","Hospital.name","Establishment.ID","Medicare.Provider.No.","Local.Hospital.Network.identifier","Local.Hospital.Network","Address.Line.1","Address.Line.2","asgc_ra","Remoteness.area","Number.of.available.beds","X2012.13.Peer.Group.code","Peer.Group.Name","Provided.data.for.NPHED","Provided.data.for.NHMD","Provided.data.for.NAPEDCD","Provided.data.for.ESWT","Provided.data.for.NNAPCD","IHPA.funding.designation","full_address","lat","lon","geo_address"
"TAS","Beaconsfield MPS","612000031","",604,"","13 Bolton                                        St","Beaconsfield                                           7270",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","13 Bolton St Beaconsfield 7270",-41.1938612,146.8060096,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Campbell Town MPS","612000032","",604,"","70 High                                          St","Campbell Town                                          7210",2,"Outer Regional",6,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","70 High St Campbell Town 7210",-41.9267936,147.493038,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Deloraine Hospital","612000046","",604,"","17 East Barrack                                  St","Deloraine                                              7304",2,"Outer Regional",20,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","17 East Barrack St Deloraine 7304",-41.5279304,146.6600225,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Esperance MPC","611000060","",604,"","18 Chapman                                       Ave","Dover                                                  7117",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","18 Chapman Ave Dover 7117",-43.3154603,147.0169687,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Flinders Island MPC","612000045","",604,"","4 James                                         St","Whitemark                                              7255",4,"Very remote",4,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","4 James St Whitemark 7255",-40.1213061,148.0173259,"53 mitchell st, carramar nsw 2163, australia"
"TAS","George Town Hospital","612000048","",604,"","47 Anne                                          St","George Town                                            7253",2,"Outer Regional",15,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","47 Anne St George Town 7253",-41.1039145,146.8215652,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Health West","613000044","",604,"","60 Orr                                           St","Queenstown                                             7467",3,"Remote",10,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","60 Orr St Queenstown 7467",-42.0812344,145.5583013,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Huon Hospital","611000033","",604,"","3278 Huon                                          Hwy","Franklin                                               7113",2,"Outer Regional",8,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","3278 Huon Hwy Franklin 7113",-43.0816738,147.0164088,"53 mitchell st, carramar nsw 2163, australia"
"TAS","King Is MPC","613000034","",604,"","31 Edward                                        St","Currie                                                 7256",4,"Very remote",6,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","31 Edward St Currie 7256",-39.9306035,143.8562181,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Launceston General Hospital","612000002","",604,"","274 Charles                                       St","Launceston                                             7250",1,"Inner Regional",385,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","274 Charles St Launceston 7250",-41.4466881,147.1419071,"53 mitchell st, carramar nsw 2163, australia"
"TAS","May Shaw District Nursing Centre","611000062","",604,"","37 Wellington                                    St","Swansea                                                7190",3,"Remote",2,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","37 Wellington St Swansea 7190",-42.1273803,148.0770964,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Mersey","613000045","",604,"","9 Torquay                                       Rd","Latrobe                                                7307",2,"Outer Regional",90,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Funding not designated/Unknown","9 Torquay Rd Latrobe 7307",-41.229309,146.4221662,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Midlands MPC","611000064","",604,"","13 Church                                        St","Oatlands                                               7120",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","13 Church St Oatlands 7120",-42.2998054,147.3698234,"53 mitchell st, carramar nsw 2163, australia"
"TAS","NESM  - Scottsdale Hospital","612000036","",604,"","17 Cameron                                       St","Scottsdale                                             7260",2,"Outer Regional",18,"S1","Public acute group C","Yes","Yes","No","No","No","Block-funded hospital","17 Cameron St Scottsdale 7260",-41.1545347,147.5224384,"53 mitchell st, carramar nsw 2163, australia"
"TAS","NWRH_Burnie","613000003","",604,"","23 Brickport                                     Rd","Burnie                                                 7320",2,"Outer Regional",125,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","23 Brickport Rd Burnie 7320",-41.047981,145.8822354,"53 mitchell st, carramar nsw 2163, australia"
"TAS","New Norfolk Hospital","611000035","",604,"","3 Richmond                                      St","New Norfolk                                            7140",1,"Inner Regional",12,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","3 Richmond St New Norfolk 7140",-42.7813785,147.0595358,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Royal Hobart Hospital","611000001","",604,"","48 Liverpool                                     St","Hobart                                                 7000",1,"Inner Regional",469,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","48 Liverpool St Hobart 7000",-42.8796849,147.3293061,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Smithton Hospital","613000041","",604,"","74 Brittons                                      Rd","Smithton                                               7330",2,"Outer Regional",12,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","74 Brittons Rd Smithton 7330",-40.8500944,145.1283528,"53 mitchell st, carramar nsw 2163, australia"
"TAS","St Helens District Hospital","612000039","",604,"","1553 Circassion                                    St","St Helens                                              7216",2,"Outer Regional",9,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","1553 Circassion St St Helens 7216",-41.3235586,148.2479654,"53 mitchell st, carramar nsw 2163, australia"
"TAS","St Marys CHC","612000040","",604,"","3 Gardiners Creek                               Rd","St Marys                                               7215",2,"Outer Regional",8,"S2","Public acute group D","Yes","Yes","No","No","No","Block-funded hospital","3 Gardiners Creek Rd St Marys 7215",-41.5743051,148.1801409,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Statewide Mental Health Services","644000058","",604,"","85 Creek                                         Rd","New Town                                               7008",1,"Inner Regional",89,"Ps","Psychiatric","Yes","Yes","No","No","No","Block-funded hospital","85 Creek Rd New Town 7008",-42.8561515,147.2947798,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Tasman MPS","611000061","",604,"","1614 Nubeena                                       Rd","Nubeena                                                7184",2,"Outer Regional",2,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","1614 Nubeena Rd Nubeena 7184",-43.0967101,147.7424219,"53 mitchell st, carramar nsw 2163, australia"
"TAS","Toosey Memorial - Longford","612000042","",604,"","10 Archer                                        St","Longford                                               7301",1,"Inner Regional",2,"VS","Very small","Yes","Yes","No","No","No","Block-funded hospital","10 Archer St Longford 7301",-41.5931297,147.1193004,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Albury Wodonga Health [Albury Campus]","210N01650","0010560W",249,"Albury Wodonga Health","201    Borella                                       Rd","Albury                                                 2640",1,"Inner Regional",158.2,"L","Public acute group A","Yes","Yes","Yes","No","Yes","Activity-based funded hospital","201 Borella Rd Albury 2640",-36.0774718,146.9386439,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Albury Wodonga Health [Wodonga Campus]","210401660","0031390A",249,"Albury Wodonga Health","69     Vermont                                       St","Wodonga                                                3690",1,"Inner Regional",132.3,"M","Public acute group B","Yes","Yes","Yes","No","Yes","Activity-based funded hospital","69 Vermont St Wodonga 3690",-36.1319554,146.8798654,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Alexandra District Hospital","210403010","0030010T",233,"Alexandra District Hospital","12     Cooper                                        St","Alexandra                                              3714",1,"Inner Regional",31,"S1","Public acute group C","Yes","Yes","No","No","Yes","Block-funded hospital","12 Cooper St Alexandra 3714",-37.1940818,145.7172472,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Alpine Health [Bright]","210401882","0031740W",245,"Alpine Health (Vic)","36     Cobden                                        St","Bright                                                 3741",2,"Outer Regional",9,"S1","Public acute group C","Yes","Yes","No","No","Yes","Block-funded hospital","36 Cobden St Bright 3741",-36.7334443,146.9664894,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Alpine Health [Mount Beauty]","210401883","0031190J",245,"Alpine Health (Vic)","2      Hollonds                                      St","Mt Beauty                                              3699",2,"Outer Regional",10,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","2 Hollonds St Mt Beauty 3699",-36.743151,147.1692878,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Alpine Health [Myrtleford]","210401881","0030790T",245,"Alpine Health (Vic)","30     O'Donnell                                     Ave","Myrtleford                                             3736",1,"Inner Regional",15,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","30 O'Donnell Ave Myrtleford 3736",-36.5544039,146.7293605,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Angliss Hospital","210801590","0031330L",234,"Eastern Health (Vic)","1      Albert                                        St","Upper Ferntree Gully                                   3156",0,"Major Cities",186,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","1 Albert St Upper Ferntree Gully 3156",-37.8969874,145.3102513,"53 mitchell st, carramar nsw 2163, australia"
"VIC","Austin Hospital [Heidelberg]","210A01031","0030060F",266,"Austin Health (Vic)","145    Studley                                       Rd","Heidelberg                                             3084",0,"Major Cities",653.4,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","145 Studley Rd Heidelberg 3084",-37.7566762,145.0592495,"53 mitchell st, carramar nsw 2163, australia"
